,hi-en,hi,len-hi,len-hi-en
1854,bagon,बागों,5,5
1855,kapat,कपट,3,5
1856,maiya,मैया,4,5
1857,uthin,उठीं,4,5
1858,lalat,ललाट,4,5
1859,surkh,सुर्ख,5,5
1860,kanti,कांति,5,5
1861,qalam,क़लाम,4,5
1862,dhone,धोने,4,5
1863,tilak,तिलक,4,5
1864,hison,हिस्सों,7,5
1865,ruhon,रूहों,5,5
1866,lavan,लावां,5,5
1867,anban,आनबान,5,5
1868,raqam,रक़म,3,5
1869,dukon,दुक्कों,7,5
1870,sasur,ससुर,4,5
1871,devar,देवर,4,5
1872,kundi,कुंडी,5,5
1873,dholi,ढोली,4,5
1874,dhole,ढोले,4,5
1875,junun,जुनूं,5,5
1876,madad,मदद,3,5
1877,aulad,औलाद,4,5
1878,macha,मचा,3,5
1879,manao,मनाओ,4,5
1880,asmat,अस्मत,5,5
1881,sapan,सपन,3,5
1882,dulha,दूल्हा,6,5
1883,hanso,हँसो,4,5
1884,bhikh,भीख,3,5
1885,saton,सातों,5,5
1886,bhesh,भेष,3,5
1887,chaka,चका,3,5
1888,purao,पुराओ,5,5
1889,chupe,छुपे,4,5
1890,ghute,घुटे,4,5
1891,balon,बालों,5,5
1892,lipat,लिपट,4,5
1893,udata,उड़ाता,5,5
1894,dhaka,ढका,3,5
1895,bhukh,भूख,3,5
1896,tinon,तीनों,5,5
1897,libas,लिबास,5,5
1898,tanen,तानें,5,5
1899,milap,मिलाप,5,5
1900,guala,गुआला,5,5
1901,agala,अगला,4,5
1902,faraz,फ़राज़,4,5
1903,takar,टक्कर,5,5
1904,pahal,पहल,3,5
1905,kabil,काबिल,5,5
1906,padho,पढ़ो,3,5
1907,lagat,लगत,3,5
1908,sikho,सीखो,4,5
1909,rajur,राजुर,5,5
1910,chado,छड्डो,5,5
1911,ghera,घेरा,4,5
1912,kothe,कोठे,4,5
1913,maike,मइके,4,5
1914,pilae,पिलाए,5,5
1915,khidu,खिदू,4,5
1916,bahot,बहोत,4,5
1917,mukut,मुकुट,5,5
1918,rutho,रूठो,4,5
1919,valah,वल्लाह,6,5
1920,bolie,बोलिए,5,5
1921,lumba,लुम्बा,6,5
1922,bikat,बिकट,4,5
1923,panon,पन्नों,6,5
1924,kiyan,कियां,5,5
1925,ronda,रोंदा,5,5
1926,genun,गेनूं,5,5
1927,faqir,फ़क़ीर,4,5
1928,khate,खाते,4,5
1929,shadi,शादी,4,5
1930,paoge,पाओगे,5,5
1931,todun,तोड़ूं,5,5
1932,sangi,संगी,4,5
1933,jaogi,जाओगी,5,5
1934,hamar,हमार,4,5
1935,dhans,धँस,3,5
1936,naram,नरम,3,5
1937,qamar,क़मर,3,5
1938,chule,छूले,4,5
1939,dhany,धन्य,4,5
1940,qabul,क़बूल,4,5
1941,chadi,छड़ी,3,5
1942,nagan,नागन,4,5
1943,gajab,गजब,3,5
1944,munir,मुनीर,5,5
1945,faili,फ़ैली,4,5
1946,sukha,सूखा,4,5
1947,sabar,सबर,3,5
1948,baina,बैना,4,5
1949,phuta,फूटा,4,5
1950,babua,बबुआ,4,5
1951,zyada,ज़्यादा,6,5
1952,dhoka,धोका,4,5
1953,kehda,केह्ड़ा,6,5
1954,gidad,गीदड़,4,5
1955,inase,इनसे,4,5
1956,gunge,गूँगे,5,5
1957,chabe,छबे,3,5
1958,badho,बढ़ो,3,5
1959,badar,बदर,3,5
1960,matam,मातम,4,5
1961,sarat,सरत,3,5
1962,pakhi,पाखी,4,5
1963,suron,सुरों,5,5
1964,faqat,फ़क़त,3,5
1965,jahar,जहर,3,5
1966,purze,पुर्ज़े,6,5
1967,rakho,राखो,4,5
1968,aadhi,आधी,3,5
1969,jaagi,जागी,4,5
1970,yoohi,यूही,4,5
1971,barna,बर्ना,5,5
1972,jayda,जयादा,5,5
1973,radio,रेडियो,6,5
1974,halke,हल्के,5,5
1975,jashn,जश्न,4,5
1976,dhaar,धार,3,5
1977,delhi,देल्ही,6,5
1978,saina,सईना,4,5
1979,soona,सूना,4,5
1980,lucky,लकी,3,5
1981,yatra,यात्रा,6,5
1982,peela,पीला,4,5
1983,tihar,तिहार,5,5
1984,jhuti,झूटी,4,5
1985,girta,गिरता,5,5
1986,raita,रायता,5,5
1987,tohfa,तोहफा,5,5
1988,kathi,काठी,4,5
1989,beeta,बीता,4,5
1990,saali,साली,4,5
1991,aapne,आपने,4,5
1992,sawre,सावरे,5,5
1993,dhoni,धोनी,4,5
1994,lakdi,लकड़ी,5,5
1995,kalma,कलमा,4,5
1996,tinka,तिनका,5,5
1997,singh,सिंह,4,5
1998,farar,फ़रार,4,5
1999,rajya,राज्य,5,5
2000,neela,नीला,4,5
2001,badte,बड़ते,4,5
2002,keral,केरल,4,5
2003,mudda,मुद्दा,6,5
2004,ainwe,ऐंवे,4,5
2005,pyaaz,प्याज,5,5
2006,dilsa,दिलसा,5,5
2007,saste,सस्ते,5,5
2008,jeeke,जीके,4,5
2009,sabro,सब्रो,5,5
2010,kehna,कहना,4,5
2011,aansu,आंसू,4,5
2012,aslam,असलम,4,5
2013,julfe,जुल्फे,6,5
2014,dimak,दीमक,4,5
2015,worry,वरी,3,5
2016,tanav,तनाव,4,5
2017,chhup,छुप,3,5
2018,round,रौंद,4,5
2019,hatya,हत्या,5,5
2020,uchit,उचित,4,5
2021,ahaar,आहार,4,5
2022,santa,संता,4,5
2023,nehru,नेहरु,5,5
2024,fakri,फखरी,4,5
2025,kabza,कब्ज़ा,5,5
2026,beedi,बीड़ी,5,5
2027,dusro,दुसरो,5,5
2028,saddi,साड्डी,6,5
2029,batta,बट्टा,5,5
2030,kisan,किसान,5,5
2031,sitar,सितार,5,5
2032,khala,खला,3,5
2033,mooli,मूली,4,5
2034,vihar,विहार,5,5
2035,paris,पेरिस,5,5
2036,patke,पट्के,5,5
2037,coked,चोओकेद,6,5
2038,grams,ग्रम्स,6,5
2039,khoti,खोटी,4,5
2040,lobhi,लोभी,4,5
2041,kuche,कूचे,4,5
2042,wheat,व्हेअत,6,5
2043,ekahu,एकहू,4,5
2044,patka,पट्का,5,5
2045,julam,जुलम,4,5
2046,qasak,क़सक,3,5
2047,flour,फ़्लोउर,6,5
2048,harsh,हर्श,4,5
2049,bhola,भोला,4,5
2050,sujhe,सूझे,4,5
2051,fasal,फ़सल,3,5
2052,ready,रेअद्य,6,5
2053,dalun,डालूं,5,5
2054,andhe,अंधे,4,5
2055,pande,पांडे,5,5
2056,paili,पैली,4,5
2057,khain,खाईं,4,5
2058,masha,माशा,4,5
2059,lathi,लाठी,4,5
2060,dhana,ढाना,4,5
2061,damak,दमक,3,5
2062,phalo,फलो,3,5
2063,satae,सताए,4,5
2064,alaka,अलका,4,5
2065,abala,अबला,4,5
2066,ganva,गंवा,4,5
2067,ekant,एकान्त,6,5
2068,toran,तोरन,4,5
2069,dhwaj,ध्वज,4,5
2070,kajri,कजरी,4,5
2071,mitro,मित्रो,6,5
2072,kabir,कबीर,4,5
2073,india,इंडिया,6,5
2074,labna,लबना,4,5
2075,noida,नॉएडा,5,5
2076,naiyo,नइयो,4,5
2077,padak,पदक,3,5
2078,arpit,अर्पित,6,5
2079,tutak,तुतक,4,5
2080,khale,खले,3,5
2081,sayan,सय्याँ,6,5
2082,thadi,ठाड़ी,4,5
2083,inhin,इन्हीं,6,5
2084,sunae,सुनाए,5,5
2085,lagao,लगाओ,4,5
2086,utare,उतरे,4,5
2087,field,फ़िएळ,4,5
2088,masad,मासड़,4,5
2089,shoki,शोख़ी,4,5
2090,churi,चूरी,4,5
2091,kesar,केसर,4,5
2092,majaj,मजाज,4,5
2093,irfan,इरफ़ान,5,5
2094,likhi,लिखी,4,5
2095,sunai,सुनाई,5,5
2096,jhumo,झूमो,4,5
2097,bahal,बहल,3,5
2098,agale,अगले,4,5
2099,akari,आख़री,4,5
2100,tikhe,तीखे,4,5
2101,bhuli,भूली,4,5
2102,nazar,नज़र,3,5
2103,jhare,झरे,3,5
2104,ujade,उजड़े,4,5
2105,chaya,छाया,4,5
2106,kamal,कमल,3,5
2107,chote,छोटे,4,5
2108,nilam,नीलाम,5,5
2109,ulfat,उल्फ़त,5,5
2110,adhar,अधर,3,5
2111,jagir,जागीर,5,5
2112,lengi,लेंगी,5,5
2113,svagr,स्वगर्,6,5
2114,zahar,ज़हर,3,5
2115,gazab,ग़ज़ब,3,5
2116,chedi,छेड़ी,4,5
2117,phire,फिरे,4,5
2118,riday,रिदय,4,5
2119,masum,मासूम,5,5
2120,amrit,अमृत,4,5
2121,jithe,जित्थे,6,5
2122,sanun,सानूं,5,5
2123,sanan,सनन,3,5
2124,jhuki,झुकी,4,5
2125,utari,उतरी,4,5
2126,akash,आकाश,4,5
2127,rahun,रहूं,4,5
2128,biraj,बिरज,4,5
2129,chadh,चढ़,2,5
2130,bande,बन्दे,5,5
2131,shaql,शक़्ल,4,5
2132,bhige,भीगे,4,5
2133,mahal,महल,3,5
2134,aengi,आएँगी,5,5
2135,kyari,क्यारी,6,5
2136,begam,बेगम,4,5
2137,avara,आवारा,5,5
2138,lalan,लालण,4,5
2139,chati,छटी,3,5
2140,tumhe,तुम्हे,6,5
2141,jaegi,जाएगी,5,5
2142,usmen,उस्में,6,5
2143,rasik,रसिक,4,5
2144,ghani,घनी,3,5
2145,himat,हिम्मत,6,5
2146,mange,मांगे,5,5
2147,makam,मकाम,4,5
2148,duaen,दुआएं,5,5
2149,namah,नमः,3,5
2150,haram,हरम,3,5
2151,likha,लिखा,4,5
2152,marun,मरूँ,4,5
2153,dhina,धिना,4,5
2154,sidha,सीधा,4,5
2155,momin,मोमिन,5,5
2156,handi,हांडी,5,5
2157,gunja,गुँजा,5,5
2158,anmol,अन्मोल,6,5
2159,betab,बेताब,5,5
2160,chaho,चाहो,4,5
2161,tauba,तौबा,4,5
2162,pyasi,प्यासी,6,5
2163,khote,खोटे,4,5
2164,sahib,साहिब,5,5
2165,kamai,कमाई,4,5
2166,agosh,आगोश,4,5
2167,bachi,बची,3,5
2168,tamil,तमिल,4,5
2169,puran,पूरन,4,5
2170,nashe,नशे,3,5
2171,nahai,नहाई,4,5
2172,sajai,सजाई,4,5
2173,gayin,गयीं,4,5
2174,punam,पूनम,4,5
2175,unane,उनने,4,5
2176,hazar,हज़ार,4,5
2177,talak,तलक,3,5
2178,samip,समीप,4,5
2179,prani,प्राणी,6,5
2180,vatan,वतन,3,5
2181,kaman,कमान,4,5
2182,qabil,क़ाबिल,5,5
2183,safar,सफ़र,3,5
2184,lamba,लम्बा,5,5
2185,pyasa,प्यासा,6,5
2186,jaega,जाएगा,5,5
2187,logon,लोगों,5,5
2188,chuke,छूके,4,5
2189,yaqin,यक़ीं,4,5
2190,mudra,मुद्रा,6,5
2191,andaz,अंदाज़,5,5
2192,khota,खोटा,4,5
2193,dosto,दोस्तो,6,5
2194,nidra,निद्रा,6,5
2195,racha,रचा,3,5
2196,malik,मालिक,5,5
2197,nanhi,नन्ही,5,5
2198,bharo,भरो,3,5
2199,krodh,क्रोध,5,5
2200,padun,पड़ूं,4,5
2201,dharo,धरो,3,5
2202,vadon,वादों,5,5
2203,raham,रहम,3,5
2204,kholi,खोली,4,5
2205,qahar,क़हर,3,5
2206,yunhi,यूँही,5,5
2207,bulae,बुलाए,5,5
2208,patal,पाताल,5,5
2209,khoke,खोके,4,5
2210,girae,गिराए,5,5
2211,naron,नारों,5,5
2212,majhi,माझी,4,5
2213,roega,रोएगा,5,5
2214,manai,मनाई,4,5
2215,divar,दीवार,5,5
2216,humak,हुमक,4,5
2217,halka,हल्का,5,5
2218,najar,नजर,3,5
2219,kahun,कहूं,4,5
2220,hunar,हुनर,4,5
2221,bhata,भाता,4,5
2222,garao,गराओ,4,5
2223,parda,पर्दा,5,5
2224,bijli,बिज्ली,6,5
2225,mahan,महान,4,5
2226,akhir,आखिर,4,5
2227,usape,उसपे,4,5
2228,batae,बताए,4,5
2229,abadi,आबादी,5,5
2230,gamat,गम्मत,5,5
2231,dahad,दहाड़,4,5
2232,sujhi,सूझी,4,5
2233,janch,जाँच,4,5
2234,saval,सवाल,4,5
2235,chake,छक्के,5,5
2236,ugale,उगले,4,5
2237,khona,खोना,4,5
2238,inkar,इन्कार,6,5
2239,bahen,बाहें,5,5
2240,maila,मैला,4,5
2241,jaoge,जाओगे,5,5
2242,sitam,सितम,4,5
2243,apana,अपना,4,5
2244,chori,छोरी२,5,5
2245,jvala,ज्वाला,6,5
2246,sahaj,सहज,3,5
2247,bairi,बैरी,4,5
2248,chand,चाँद,4,5
2249,tapon,तापों,5,5
2250,bandi,बन्दी,5,5
2251,antar,अंतर,4,5
2252,naiya,नैय्या,6,5
2253,uchal,उछाल,4,5
2254,sakun,सकूँ,4,5
2255,harsu,हरसू,4,5
2256,naqsh,नक़्श,4,5
2257,raste,रास्ते,6,5
2258,gulal,गुलाल,5,5
2259,paiya,पैया,4,5
2260,zulph,ज़ुल्फ,5,5
2261,todte,तोड़्ते,6,5
2262,badle,बद्ले,5,5
2263,anzam,अंज़ाम,5,5
2264,kitni,कित्नी,6,5
2265,komal,कोमल,4,5
2266,unaka,उनका,4,5
2267,khakh,खाख,3,5
2268,burai,बुराई,5,5
2269,vapas,वापस,4,5
2270,akele,अकेले,5,5
2271,tamam,तमाम,4,5
2272,kajal,काजल,4,5
2273,minat,मिन्नत,6,5
2274,kante,काँटे,5,5
2275,bejan,बेजान,5,5
2276,jalae,जलाए,4,5
2277,sevan,सेवण,4,5
2278,sukhi,सूखी,4,5
2279,taule,तौले,4,5
2280,banda,बन्दा,5,5
2281,chila,चिल्ला,6,5
2282,ojhal,ओझल,3,5
2283,pucho,पूछो,4,5
2284,tadap,तड़प,3,5
2285,sunao,सुनाओ,5,5
2286,denge,देंगे,5,5
2287,batao,बताओ,4,5
2288,isase,इससे,4,5
2289,naseh,नासेह,5,5
2290,inhen,इन्हें,6,5
2291,khove,खोवे,4,5
2292,chune,छूने,4,5
2293,tarif,तारीफ़,5,5
2294,angon,अंगों,5,5
2295,duboe,डुबोए,5,5
2296,viran,वीरान,5,5
2297,bunde,बुन्दे,6,5
2298,zuban,ज़ुबां,5,5
2299,jalwa,जल्वा,5,5
2300,jyada,ज्यादा,6,5
2301,kafan,कफ़न,3,5
2302,karte,कर्ते,5,5
2303,aunga,आऊँगा,5,5
2304,kanch,काँच,4,5
2305,nanhe,नन्हे,5,5
2306,nanha,नन्हा,5,5
2307,soche,सोचे,4,5
2308,pahle,पह्ले,5,5
2309,isape,इसपे,4,5
2310,payam,पयाम,4,5
2311,itane,इतने,4,5
2312,janat,जन्नत,5,5
2313,phere,फेरे,4,5
2314,khaya,खाया,4,5
2315,bhakt,भक्त,4,5
2316,bhagy,भाग्य,5,5
2317,hamin,हमीं,4,5
2318,kijie,कीजिए,5,5
2319,jatae,जताए,4,5
2320,bhiga,भीगा,4,5
2321,ilzam,इल्ज़ाम,6,5
2322,shant,शान्त,5,5
2323,chali,चली,3,5
2324,solah,सोलह,4,5
2325,barat,बारात,5,5
2326,ulajh,उलझ,3,5
2327,choli,चोली,4,5
2328,ajkal,आजकल,4,5
2329,rulae,रुलाए,5,5
2330,mahak,महक,3,5
2331,rahin,रहीं,4,5
2332,baran,बरण,3,5
2333,udati,उड़ती,4,5
2334,vaste,वास्ते,6,5
2335,taras,तरस,3,5
2336,paila,पैला,4,5
2337,udaye,उड़ाये,5,5
2338,dagar,डगर,3,5
2339,kayal,ख़याल,4,5
2340,chane,छाने,4,5
2341,baith,बैठ,3,5
2342,adaon,अदाओं,5,5
2343,ruken,रुकें,5,5
2344,tinke,तिन्के,6,5
2345,samai,समाई,4,5
2346,khelo,खेलो,4,5
2347,gulam,ग़ुलाम,5,5
2348,joban,जोबन,4,5
2349,bicha,बिछा,4,5
2350,malum,मालूम,5,5
2351,nahak,नाहक,4,5
2352,lambi,लम्बी,5,5
2353,habib,हबीब,4,5
2354,suvas,सुवास,5,5
2355,choti,छोटी,4,5
2356,pahar,पहर,3,5
2357,athon,आठों,4,5
2358,uncha,ऊँचा,4,5
2359,shole,शोले,4,5
2360,asara,आसरा,4,5
2361,nahaq,नाहक़,4,5
2362,vahin,वहीं,4,5
2363,sakin,सकीं,4,5
2364,jatan,जतन,3,5
2365,katil,कातिल,5,5
2366,gokul,गोकुल,5,5
2367,dvare,द्वारे,6,5
2368,shyam,श्याम,5,5
2369,janan,जानां,5,5
2370,didar,दीदार,5,5
2371,pipal,पीपल,4,5
2372,paton,पत्तों,6,5
2373,gunje,गूंजे,5,5
2374,tabah,तबाह,4,5
2375,priya,प्रिया,6,5
2376,tanha,तन्हा,5,5
2377,pyara,प्यारा,6,5
2378,bhigo,भीगो,4,5
2379,anvar,अन्वर,5,5
2380,jhank,झांक,4,5
2381,shish,शीश,3,5
2382,dhamr,धमर्,4,5
2383,dhyan,ध्यान,5,5
2384,mudat,मुद्दत,6,5
2385,chudi,चूड़ी,4,5
2386,ruthi,रूठी,4,5
2387,yadon,यादों,5,5
2388,khola,खोला,4,5
2389,fauji,फ़ौजी,4,5
2390,gheun,घेऊन,4,5
2391,vishv,विश्व,5,5
2392,bhayo,भयो,3,5
2393,kiran,किरण,4,5
2394,pahan,पहन,3,5
2395,jayen,जायेँ,5,5
2396,naino,नैनो,4,5
2397,dharm,धर्म,4,5
2398,sabhi,सभी,3,5
2399,phule,फूले,4,5
2400,karat,करत,3,5
2401,bhali,भली,3,5
2402,balam,बलम,3,5
2403,aurat,औरत,3,5
2404,arjun,अर्जुन,6,5
2405,ghire,घिरे,4,5
2406,yodha,योद्धा,6,5
2407,kaisi,कैसी,4,5
2408,dhare,धारे,4,5
2409,dhali,ढली,3,5
2410,chupi,छुपी,4,5
2411,budhe,बूढ़े,4,5
2412,bitai,बिताई,5,5
2413,gurur,ग़ुरूर,5,5
2414,paega,पाएगा,5,5
2415,socho,सोचो,4,5
2416,ghere,घेरे,4,5
2417,thaki,थकि,3,5
2418,rekha,रेखा,4,5
2419,jhuke,झुके,4,5
2420,kahen,कहें,4,5
2421,milan,मिलन,4,5
2422,bezar,बेज़ार,5,5
2423,dinon,दिनों,5,5
2424,sanch,साँच,4,5
2425,rutha,रूठा,4,5
2426,pehar,पेहर,4,5
2427,kanpe,काँपे,5,5
2428,ganwa,गँवा,4,5
2429,ruhen,रूहें,5,5
2430,badha,बढ़ा,3,5
2431,arazu,आरज़ू,4,5
2432,sudha,सुधा,4,5
2433,viron,वीरों,5,5
2434,kabhi,कभी२,4,5
2435,jalan,जलन,3,5
2436,royen,रोयें,5,5
2437,swami,स्वामि,6,5
2438,aksar,अक्सर,5,5
2439,kasam,कसम,3,5
2440,janib,जानिब,5,5
2441,girai,गिराई,5,5
2442,rakhe,राखे,4,5
2443,tarah,तरह,3,5
2444,phali,फली,3,5
2445,kheti,खेती,4,5
2446,chaye,छाये,4,5
2447,milen,मिलें,5,5
2448,aisan,ऐसन,3,5
2449,panch,पाँच,4,5
2450,pukar,पुकार,5,5
2451,mevad,मेवाड़,5,5
2452,palat,पलट,3,5
2453,julmi,जुल्मी,6,5
2454,basti,बस्ती,5,5
2455,irada,इरादा,5,5
2456,kanda,कंदा,4,5
2457,bahak,बहक,3,5
2458,vaisi,वैसी,4,5
2459,picha,पीछा,4,5
2460,nazon,नाज़ों,5,5
2461,puton,पूतों,5,5
2462,pyale,प्याले,6,5
2463,pawan,पवन,3,5
2464,misal,मिसाल,5,5
2465,phira,फिरा,4,5
2466,vidai,विदाई,5,5
2467,gazal,ग़ज़ल,3,5
2468,sadhu,साधू,4,5
2469,birha,बिर्हा,6,5
2470,dhang,ढंग,3,5
2471,rudra,रुद्रा,6,5
2472,bahut,बहुत,4,5
2473,kanya,कन्या,5,5
2474,yaden,यादें,5,5
2475,jiwan,जीवन,4,5
2476,baink,बैंक,4,5
2477,islam,इस्लाम,6,5
2478,nadim,नदीम,4,5
2479,murti,मूर्ति,6,5
2480,qadar,क़दर,3,5
2481,banta,बंटा,4,5
2482,bujha,बुझा,4,5
2483,kursi,कुर्सी,6,5
2484,kvare,क्वारे,6,5
2485,sharm,शर्म,4,5
2486,adhik,अधिक,4,5
2487,muthe,मूठे,4,5
2488,sisak,सिसक,4,5
2489,suhag,सुहाग,5,5
2490,bandh,बाँध,4,5
2491,yakin,यकीं,4,5
2492,chama,छम्मा,5,5
2493,ghula,घुला,4,5
2494,bhaya,भय्या,5,5
2495,udasi,उदासी,5,5
2496,milti,मिल्ती,6,5
2497,unche,ऊँचे,4,5
2498,janen,जानें,5,5
2499,jhake,झाके,4,5
2500,kudhi,ख़ुधी,4,5
2501,ismat,इस्मत,5,5
2502,mujhi,मुझी,4,5
2503,khuli,खुली,4,5
2504,insha,इन्शा,5,5
2505,milta,मिल्ता,6,5
2506,duhkh,दुःख,4,5
2507,sinon,सीनों,5,5
2508,jalim,जालिम,5,5
2509,ayegi,आयेगी,5,5
2510,phale,फले,3,5
2511,bhumi,भूमी,4,5
2512,hongi,होंगी,5,5
2513,matri,मातृ,4,5
2514,nidar,निडर,4,5
2515,payar,पयार,4,5
2516,samay,समय,3,5
2517,garaz,ग़रज़,3,5
2518,chipi,छिपी,4,5
2519,savar,सवार,4,5
2520,ghode,घोड़े,4,5
2521,ujali,उजली,4,5
2522,nayan,नयन,3,5
2523,alava,अलावा,5,5
2524,ankhe,आँखे,4,5
2525,khoya,खोया,4,5
2526,ganga,गंगा,4,5
2527,rache,रचे,3,5
2528,bansi,बंसी,4,5
2529,pahad,पहाड़,4,5
2530,nichi,नीची,4,5
2531,maina,मैना,4,5
2532,zaban,ज़बां,4,5
2533,khula,खुला,4,5
2534,shava,शावा,4,5
2535,munda,मुंडा,5,5
2536,ghati,घाटी,4,5
2537,haldi,हल्दी,5,5
2538,amari,अमारी,5,5
2539,banke,बाँके,5,5
2540,qarar,क़रार,4,5
2541,sunen,सुनें,5,5
2542,anjam,अंजाम,5,5
2543,niras,निरास,5,5
2544,daman,दामन,4,5
2545,bahar,बहार,4,5
2546,sarak,सरक,3,5
2547,kanta,काँटा,5,5
2548,jiyen,जियें,5,5
2549,chala,चला,3,5
2550,qafan,क़फ़न,3,5
2551,galib,ग़ालिब,5,5
2552,ulata,उलटा,4,5
2553,purab,पूरब,4,5
2554,maine,मैने,4,5
2555,varun,वारूँ,5,5
2556,phera,फेरा,4,5
2557,mohan,मोहन,4,5
2558,madhu,मधु,3,5
2559,kamin,कमीं,4,5
2560,usane,उसने,4,5
2561,bhari,भरी,3,5
2562,waise,वैसे,4,5
2563,bhule,भूले,4,5
2564,bigad,बिगड़,4,5
2565,ghadi,घड़ी,3,5
2566,piche,पीछे,4,5
2567,magar,मगर,3,5
2568,dande,डन्डे,5,5
2569,marzi,मर्ज़ी,5,5
2570,baras,बरस,3,5
2571,vidya,विद्या,6,5
2572,manje,मांजे,5,5
2573,hamen,हमें,4,5
2574,rapat,रपट,3,5
2575,bhare,भरे,3,5
2576,china,छीना,4,5
2577,magan,मगन,3,5
2578,chura,चुरा,4,5
2579,chubh,चुभ,3,5
2580,kitab,किताब,5,5
2581,manja,मांजा,5,5
2582,samae,समाए,4,5
2583,zulmi,ज़ुल्मी,6,5
2584,naina,नैना३,5,5
2585,jevar,जेवर,4,5
2586,sauda,सौदा,4,5
2587,chede,छेड़े,4,5
2588,kanon,कानों,5,5
2589,sulag,सुलग,4,5
2590,kachu,कछु,3,5
2591,ujada,उजाड़ा,5,5
2592,hijab,हिजाब,5,5
2593,lapet,लपेट,4,5
2594,kahan,कहां,4,5
2595,lamha,लम्हा,5,5
2596,pagal,पागल,4,5
2597,vaisa,वैसा,4,5
2598,thane,थाने,4,5
2599,jhume,झूमे,4,5
2600,qadam,क़दम,3,5
2601,dosti,दोस्ती,6,5
2602,belon,बेलों,5,5
2603,melon,मेलों,5,5
2604,usaki,उसकी,4,5
2605,hotal,होटल,4,5
2606,diyan,दियां,5,5
2607,yaron,यारों,5,5
2608,pucha,पूछा,4,5
2609,likho,लिखो,4,5
2610,kagan,कागां,5,5
2611,virah,विरह,4,5
2612,dekar,देकर,4,5
2613,vasta,वास्ता,6,5
2614,khuda,खुदा,4,5
2615,nisar,निसार,5,5
2616,kabar,ख़बर,3,5
2617,hokar,होकर,4,5
2618,unaki,उनकी,4,5
2619,choda,छोड़ा,4,5
2620,apane,अपने,4,5
2621,zamin,ज़मीन,4,5
2622,manga,माँगा,5,5
2623,gulon,गुलों,5,5
2624,bimar,बीमार,5,5
2625,dekhi,देखी,4,5
2626,ratin,रातीं,5,5
2627,thodi,थोड़ी,4,5
2628,khela,खेला,4,5
2629,ghunt,घूँट,4,5
2630,lekin,लेकिन,5,5
2631,kudai,ख़ुदाई,5,5
2632,buton,बुतों,5,5
2633,bayan,बयाँ,4,5
2634,fikar,फ़िकर,4,5
2635,hathi,हाथी,4,5
2636,chedo,छेड़ो,4,5
2637,jagun,जागूँ,5,5
2638,dilon,दिलों,5,5
2639,unake,उनके,4,5
2640,karun,करूँ,4,5
2641,raina,रैना४,5,5
2642,jyoti,ज्योति,6,5
2643,hanse,हँसे,4,5
2644,aenge,आएँगे,5,5
2645,bihar,बिहार,5,5
2646,dekhe,देखे,4,5
2647,lakir,लकीर,4,5
2648,katha,कथा,3,5
2649,rasta,रास्ता,6,5
2650,motar,मोटर,4,5
2651,hunda,हुंदा,5,5
2652,honge,होंगे,5,5
2653,usase,उससे,4,5
2654,sabak,सबक,3,5
2655,hisab,हिसाब,5,5
2656,puche,पूछे,4,5
2657,taraf,तरफ़,3,5
2658,piroe,पिरोए,5,5
2659,shuru,शुरू,4,5
2660,unchi,ऊँची,4,5
2661,katak,कटक,3,5
2662,sikhi,सीखी,4,5
2663,jaisi,जैसी,4,5
2664,tikhi,तीखी,4,5
2665,anadi,अनाड़ी,5,5
2666,hasin,हसीं,4,5
2667,badan,बदन,3,5
2668,uthai,उठाई,4,5
2669,bujhe,बूझे,4,5
2670,asman,आस्माँ,6,5
2671,rihai,रिहाई,5,5
2672,lagai,लगाई,4,5
2673,andoh,अंदोह,5,5
2674,rakhi,राखी,4,5
2675,daude,दौड़े,4,5
2676,dhage,धागे,4,5
2677,niyat,नीयत,4,5
2678,thame,थामे,4,5
2679,anjan,अंजान,5,5
2680,tujhi,तुझी,4,5
2681,khole,खोले,4,5
2682,giton,गीतों,5,5
2683,galat,ग़लत,3,5
2684,taluk,ताल्लुक,7,5
2685,logan,लोगां,5,5
2686,minar,मीनार,5,5
2687,falak,फ़लक,3,5
2688,jaldi,जळी,3,5
2689,patni,पत्नी,5,5
2690,dhara,धारा,4,5
2691,bulao,बुलाओ,5,5
2692,chode,छोड़े,4,5
2693,dewas,देवास,5,5
2694,nazuk,नाज़ुक,5,5
2695,pyari,प्यारी,6,5
2696,naraz,नाराज़,5,5
2697,manen,माँएं,5,5
2698,chale,चले,3,5
2699,jhule,झूले,4,5
2700,duhai,दुहाई,5,5
2701,jamal,जमाल,4,5
2702,gayen,गायें,5,5
2703,khele,खेले,4,5
2704,hayat,हयात,4,5
2705,bhaye,भाये,4,5
2706,sakhi,सखी,3,5
2707,minit,मिनिट,5,5
2708,udane,उड़ने,4,5
2709,huzur,हुज़ूर,5,5
2710,valon,वालों,5,5
2711,bhula,भुला,4,5
2712,umadi,उमड़ी,4,5
2713,qusur,क़ुसूर,5,5
2714,dalen,डालें,5,5
2715,donon,दोनों,5,5
2716,salon,सालों,5,5
2717,jaiye,जाइये,5,5
2718,hoton,होटों,5,5
2719,umade,उमड़े,4,5
2720,milin,मिलीं,5,5
2721,unase,उनसे,4,5
2722,ladai,लड़ाई,4,5
2723,guzar,गुज़र,4,5
2724,nacha,नचा,3,5
2725,dhaye,ढाये,4,5
2726,sevak,सेवक,4,5
2727,itana,इतना,4,5
2728,budhi,बुद्धी,6,5
2729,janab,जनाब,4,5
