,hi-en,hi,len-hi,len-hi-en
1069,dafn,दफ़्न,4,4
1070,pali,पली,3,4
1071,kalq,ख़ल्क़,4,4
1072,gayi,गयी,3,4
1073,ghar,घर,2,4
1074,lagi,लगी,3,4
1075,diya,दिया,4,4
1076,sune,सूने,4,4
1077,kare,करे,3,4
1078,teri,तेरी,4,4
1080,tere,तेरे,4,4
1081,maze,मज़े,3,4
1082,nain,नैन,3,4
1083,banu,बनू,3,4
1084,agni,अग्नी,5,4
1085,vala,वाला,4,4
1086,guru,गुरू,4,4
1087,tera,तेरा,4,4
1088,hani,हंई,3,4
1089,dhun,धुन,3,4
1090,dasi,दासी,4,4
1091,mani,मानी,4,4
1092,bade,बड़े,3,4
1093,liye,लिये,4,4
1094,diye,दिये,4,4
1095,ansu,आँसू,4,4
1096,siri,सिरी,4,4
1097,guth,गुथ,3,4
1098,aisa,ऐसा,3,4
1099,kyon,क्यों,5,4
1100,gaen,गाएं,4,4
1101,sahe,सहे,3,4
1102,mere,मेरे,4,4
1103,chit,चित्त,5,4
1104,pyar,प्यार,5,4
1105,yahi,यही,3,4
1106,jana,जाना,4,4
1107,jama,जमा,3,4
1108,phir,फिर,3,4
1109,kide,किद्दे,6,4
1110,jhar,झर,2,4
1111,jadu,जादू,4,4
1112,rone,रोने,4,4
1113,meri,मेरी,4,4
1114,haye,हाये,4,4
1115,tune,तूने,4,4
1117,liya,लिया,4,4
1118,chin,छीन,3,4
1120,kudi,कुड़ी,4,4
1121,hase,हस्से,5,4
1122,sath,साथ,3,4
1123,roya,रोया,4,4
1124,mast,मस्त,4,4
1125,agar,अगर,3,4
1126,mang,मांग,4,4
1127,sari,सारी,4,4
1128,gore,गोरे,4,4
1129,dene,देने,4,4
1130,paun,पाऊँ,4,4
1131,roke,रोके,4,4
1132,jaun,जाऊँ,4,4
1133,jali,जली,3,4
1134,ansh,अंश,3,4
1135,maun,मौन,3,4
1136,awaz,आवाज़,4,4
1137,past,पस्त,4,4
1138,astr,अस्त्र,6,4
1139,tora,तोरा,4,4
1140,rona,रोना,4,4
1141,alah,अल्लह,5,4
1142,hath,हाथ,3,4
1143,zara,ज़रा,3,4
1144,dono,दोनो,4,4
1145,ahen,आहें,4,4
1146,ajan,अजान,4,4
1147,akar,आकर,3,4
1148,puch,पूछ,3,4
1149,jani,जानी,4,4
1150,qabu,क़ाबू,4,4
1151,latu,लट्टू,5,4
1152,taki,तकि,3,4
1153,pihu,पीहू,4,4
1154,khak,खाक,3,4
1155,laen,लाएं,4,4
1156,ayin,आयीँ,4,4
1157,fida,फ़िदा,4,4
1158,dard,दर्द,4,4
1159,keke,केके,4,4
1160,gard,गर्द,4,4
1161,ulas,उल्लास,6,4
1162,shap,शाप,3,4
1163,vash,वश,2,4
1164,husn,हुस्न,5,4
1165,tatu,टट्टू,5,4
1166,taka,ताका,4,4
1167,dubi,डूबी,4,4
1168,vale,वाले,4,4
1169,avat,आवत,3,4
1170,piya,पिया,4,4
1171,dhan,धान,3,4
1172,char,चार,3,4
1173,kaji,काजी,4,4
1174,bula,बुला,4,4
1175,raji,राजी,4,4
1176,khel,खेल,3,4
1177,chal,चल,2,4
1178,pake,पके,3,4
1179,rani,रानी,4,4
1180,asan,आसान,4,4
1181,kala,काला,4,4
1182,laga,लगा,3,4
1183,pada,पड़ा,3,4
1184,kisi,किसी,4,4
1185,bolo,बोलो,4,4
1186,deke,देके,4,4
1187,ishq,इश्क़,4,4
1188,panv,पाँव,4,4
1189,shal,शल्ल,4,4
1190,jaba,जब,2,4
1191,tale,तले,3,4
1192,chae,छाए,3,4
1193,gana,गाना,4,4
1194,gira,गिर,3,4
1195,vaha,वाह,3,4
1196,kahe,काहे,4,4
1197,soch,सोच,3,4
1198,payi,पायी,4,4
1199,jise,जिसे,4,4
1200,bazi,बाज़ी,4,4
1201,jite,जीते,4,4
1202,aegi,आएगी,4,4
1203,vadi,वादी,4,4
1204,hosh,होश,3,4
1205,lila,लीला,4,4
1206,chod,छोड़,3,4
1207,saka,सका,3,4
1208,janm,जन्म,4,4
1209,padi,पड़ी,3,4
1210,mare,मारे,4,4
1211,bujh,बुझ,3,4
1212,gali,गली,3,4
1213,mose,मोसे,4,4
1214,adat,आदत,3,4
1215,lega,लेगा,4,4
1216,ladu,लड्डू,5,4
1217,gusa,गुस्सा,6,4
1218,mohe,मोहे,4,4
1219,bana,बना,3,4
1220,dank,डंक,3,4
1221,bhij,भीज,3,4
1222,pila,पिला,4,4
1223,maro,मारो,4,4
1224,rote,रोते,4,4
1225,bhai,भाई,3,4
1226,hote,होते,4,4
1227,hoti,होती,4,4
1228,avaz,आवाज़,4,4
1229,layi,लायी,4,4
1230,qisa,क़िस्सा,6,4
1231,gati,गाती,4,4
1232,mori,मोरी,4,4
1233,asra,आस्रा,5,4
1234,ladi,लड़ी,3,4
1235,rakh,रख,2,4
1236,roye,रोये,4,4
1237,khul,खुल,3,4
1238,rula,रुला,4,4
1239,jago,जागो,4,4
1240,dera,डेरा,4,4
1241,ruth,रूठ,3,4
1242,pine,पीने,4,4
1243,saye,साये,4,4
1244,jine,जीने,4,4
1245,dahi,दही,3,4
1246,jati,जाती,4,4
1247,khil,खिल,3,4
1248,gaye,गये,3,4
1249,saki,सकी,3,4
1250,akir,आख़िर,4,4
1251,beta,बेटा,4,4
1252,mane,माने,4,4
1253,bari,बारी,4,4
1254,khoi,खोई,3,4
1255,lutf,लुत्फ़,5,4
1256,hans,हँस,3,4
1257,musa,मूसा,4,4
1258,hone,होने,4,4
1259,zaen,ज़ाएँ,4,4
1260,holi,होली,4,4
1261,rana,राना,4,4
1262,tyon,त्यों,5,4
1263,puri,पूरी,4,4
1264,kaya,काया,4,4
1265,dair,दैर,3,4
1266,tark,तर्क,4,4
1267,aina,आईना,4,4
1268,deva,देवा,4,4
1269,bapa,बप्पा,5,4
1270,kafa,ख़फ़ा,3,4
1271,dham,धम,2,4
1272,jism,जिस्म,5,4
1273,jyon,ज्यों,5,4
1274,thir,थिर्र,5,4
1275,gunj,गूँज,4,4
1276,pala,पला,3,4
1277,vaqt,वक़्त,4,4
1278,shiv,शिव,3,4
1279,shan,शान,3,4
1280,sama,समा,3,4
1281,chui,छुई,3,4
1282,tole,तोले,4,4
1283,yama,यम्मा,5,4
1284,dhak,धक,2,4
1285,mora,मोरा,4,4
1286,aega,आएगा,4,4
1287,tara,तारा,4,4
1288,bhid,भीड़,3,4
1289,rahi,रही,3,4
1290,rota,रोता,4,4
1291,jaen,जाएं,4,4
1292,pani,पानी,4,4
1293,neki,नेकी,4,4
1294,sine,सीने,4,4
1295,uthe,उठे,3,4
1296,wala,वाला,4,4
1297,iznu,इज़्नु,5,4
1298,munh,मुँह,4,4
1299,peng,पेंग,4,4
1300,ulti,उल्टी,5,4
1301,duri,दूरी,4,4
1302,sata,सता,3,4
1303,jhan,झन,2,4
1304,piri,पीरी,4,4
1305,mela,मेला,4,4
1306,yani,यानी,4,4
1307,aram,आराम,4,4
1308,data,दाता,4,4
1309,siva,सिवा,4,4
1310,zafa,ज़फ़ा,3,4
1311,jind,जिंद,4,4
1312,bhes,भेस,3,4
1313,dakl,दख़्ल,4,4
1314,dawa,दवा,3,4
1315,rang,रंग,3,4
1316,chuo,छुओ,3,4
1317,raje,रज्जे,5,4
1318,odhe,ओढ़े,3,4
1319,jina,जीना,4,4
1320,kani,कन्नी,5,4
1321,bali,बाली,4,4
1322,dani,दानी,4,4
1323,sada,सदा,3,4
1324,kata,कटा,3,4
1325,pate,पाते,4,4
1326,khat,खत,2,4
1327,zina,ज़िन्ना,6,4
1328,akad,अकड़,3,4
1329,gori,गोरी,4,4
1330,dhil,ढील,3,4
1331,upar,ऊपर,3,4
1332,dhar,धर,2,4
1333,khoe,खोए,3,4
1334,nale,नाले,4,4
1335,much,मुच,3,4
1336,chap,चाप,3,4
1337,kana,ख़ाना,4,4
1338,hava,हवा,3,4
1339,ghut,घुट,3,4
1340,bela,बेला,4,4
1341,dolo,डोलो,4,4
1342,dije,दीजे,4,4
1343,mund,मूंद,4,4
1344,karo,करो,3,4
1345,vada,वादा,4,4
1346,mata,माता,4,4
1347,bina,बिना,4,4
1348,aisi,ऐसी,3,4
1349,roin,रोईं,4,4
1350,mera,मेरा,4,4
1351,vali,वाली,4,4
1352,ruko,रुको,4,4
1353,saza,सज़ा,3,4
1354,umar,उमर,3,4
1355,kali,काली,4,4
1356,chabi,छबि,3,5
1357,angur,अंगूर,5,5
1358,ghane,घने,3,5
1359,nache,नाचे,4,5
1360,kanak,कनक,3,5
1361,lagan,लगन,3,5
1362,dhari,धरी,3,5
1363,aungi,आऊँगी,5,5
1364,bajao,बजाओ,4,5
1365,radha,राधा,4,5
1366,utani,उतनी,4,5
1368,kanha,कान्हा,6,5
1369,dipak,दीपक,4,5
1370,wahan,वहाँ,4,5
1371,chuta,छूटा,4,5
1372,davat,दावत,4,5
1373,ainon,आईनों,5,5
1374,hilor,हिलोर,5,5
1375,apaka,आपका,4,5
1376,ilzam,इल्ज़ाम,6,5
1377,payam,पयाम,4,5
1378,itane,इतने,4,5
1379,janat,जन्नत,5,5
1380,phere,फेरे,4,5
1381,khaya,खाया,4,5
1382,bhakt,भक्त,4,5
1383,bhagy,भाग्य,5,5
1384,hamin,हमीं,4,5
1385,kijie,कीजिए,5,5
1386,jatae,जताए,4,5
1387,bhiga,भीगा,4,5
1388,viran,वीरान,5,5
1389,duboe,डुबोए,5,5
1390,angon,अंगों,5,5
1391,tarif,तारीफ़,5,5
1392,akele,अकेले,5,5
1393,tamam,तमाम,4,5
1394,kajal,काजल,4,5
1395,minat,मिन्नत,6,5
1396,kante,काँटे,5,5
1397,bejan,बेजान,5,5
1398,jalae,जलाए,4,5
1399,sevan,सेवण,4,5
1402,sukhi,सूखी,4,5
1403,taule,तौले,4,5
1404,banda,बन्दा,5,5
1405,chila,चिल्ला,6,5
1406,ojhal,ओझल,3,5
1407,pucho,पूछो,4,5
1408,tadap,तड़प,3,5
1409,sunao,सुनाओ,5,5
1410,denge,देंगे,5,5
1411,batao,बताओ,4,5
1412,isase,इससे,4,5
1413,naseh,नासेह,5,5
1414,inhen,इन्हें,6,5
1415,khove,खोवे,4,5
1416,chune,छूने,4,5
1417,manai,मनाई,4,5
1418,khakh,खाख,3,5
1419,roega,रोएगा,5,5
1420,gunja,गुँजा,5,5
1421,bhige,भीगे,4,5
1422,mahal,महल,3,5
1423,aengi,आएँगी,5,5
1424,kyari,क्यारी,6,5
1425,begam,बेगम,4,5
1426,avara,आवारा,5,5
1427,lalan,लालण,4,5
1428,chati,छटी,3,5
1430,tumhe,तुम्हे,6,5
1431,jaegi,जाएगी,5,5
1432,usmen,उस्में,6,5
1433,ghani,घनी,3,5
1434,handi,हांडी,5,5
1435,himat,हिम्मत,6,5
1436,mange,मांगे,5,5
1437,makam,मकाम,4,5
1438,duaen,दुआएं,5,5
1439,namah,नमः,3,5
1440,haram,हरम,3,5
1441,likha,लिखा,4,5
1442,marun,मरूँ,4,5
1443,dhina,धिना,4,5
1444,sidha,सीधा,4,5
1445,momin,मोमिन,5,5
1446,shaql,शक़्ल,4,5
1447,bande,बन्दे,5,5
1448,chadh,चढ़,2,5
1449,biraj,बिरज,4,5
1450,chaya,छाया,4,5
1451,kamal,कमल,3,5
1452,chote,छोटे,4,5
1453,nilam,नीलाम,5,5
1454,ulfat,उल्फ़त,5,5
1455,adhar,अधर,3,5
1456,jagir,जागीर,5,5
1457,lengi,लेंगी,5,5
1458,svagr,स्वगर्,6,5
1459,zahar,ज़हर,3,5
1460,gazab,ग़ज़ब,3,5
1461,chedi,छेड़ी,4,5
1462,phire,फिरे,4,5
1463,riday,रिदय,4,5
1464,masum,मासूम,5,5
1465,amrit,अमृत,4,5
1466,jithe,जित्थे,6,5
1467,sanun,सानूं,5,5
1468,sanan,सनन,3,5
1469,jhuki,झुकी,4,5
1470,utari,उतरी,4,5
1471,akash,आकाश,4,5
1472,rahun,रहूं,4,5
1473,rasik,रसिक,4,5
1474,anmol,अन्मोल,6,5
1475,bharo,भरो,3,5
1476,betab,बेताब,5,5
1477,logon,लोगों,5,5
1478,chuke,छूके,4,5
1479,yaqin,यक़ीं,4,5
1480,mudra,मुद्रा,6,5
1481,andaz,अंदाज़,5,5
1482,khota,खोटा,4,5
1483,dosto,दोस्तो,6,5
1484,nidra,निद्रा,6,5
1485,racha,रचा,3,5
1486,malik,मालिक,5,5
1487,nanhi,नन्ही,5,5
1488,krodh,क्रोध,5,5
1489,naron,नारों,5,5
1490,padun,पड़ूं,4,5
1491,dharo,धरो,3,5
1492,vadon,वादों,5,5
1493,raham,रहम,3,5
1494,kholi,खोली,4,5
1495,qahar,क़हर,3,5
1496,yunhi,यूँही,5,5
1497,patal,पाताल,5,5
1498,khoke,खोके,4,5
1499,girae,गिराए,5,5
1500,jaega,जाएगा,5,5
1501,pyasa,प्यासा,6,5
1502,lamba,लम्बा,5,5
1503,safar,सफ़र,3,5
1504,chaho,चाहो,4,5
1505,tauba,तौबा,4,5
1506,pyasi,प्यासी,6,5
1507,khote,खोटे,4,5
1508,sahib,साहिब,5,5
1509,kamai,कमाई,4,5
1510,agosh,आगोश,4,5
1511,bachi,बची,3,5
1512,tamil,तमिल,4,5
1513,puran,पूरन,4,5
1514,nashe,नशे,3,5
1515,nahai,नहाई,4,5
1516,sajai,सजाई,4,5
1517,gayin,गयीं,4,5
1518,punam,पूनम,4,5
1519,unane,उनने,4,5
1520,hazar,हज़ार,4,5
1521,talak,तलक,3,5
1522,samip,समीप,4,5
1523,prani,प्राणी,6,5
1524,vatan,वतन,3,5
1525,kaman,कमान,4,5
1526,qabil,क़ाबिल,5,5
1527,majhi,माझी,4,5
1528,shant,शान्त,5,5
1529,chali,चली,3,5
1530,solah,सोलह,4,5
1531,pyale,प्याले,6,5
1532,pawan,पवन,3,5
1533,misal,मिसाल,5,5
1534,phira,फिरा,4,5
1535,vidai,विदाई,5,5
1536,gazal,ग़ज़ल,3,5
1537,sadhu,साधू,4,5
1538,birha,बिर्हा,6,5
1539,dhang,ढंग,3,5
1540,rudra,रुद्रा,6,5
1541,bahut,बहुत,4,5
1542,yaden,यादें,5,5
1543,adhik,अधिक,4,5
1544,jiwan,जीवन,4,5
1545,baink,बैंक,4,5
1546,islam,इस्लाम,6,5
1547,nadim,नदीम,4,5
1548,murti,मूर्ति,6,5
1549,qadar,क़दर,3,5
1550,banta,बंटा,4,5
1551,bujha,बुझा,4,5
1552,kursi,कुर्सी,6,5
1553,kvare,क्वारे,6,5
1554,sharm,शर्म,4,5
1555,puton,पूतों,5,5
1556,nazon,नाज़ों,5,5
1557,picha,पीछा,4,5
1558,vaisi,वैसी,4,5
1559,jalan,जलन,3,5
1560,royen,रोयें,5,5
1561,swami,स्वामि,6,5
1562,aksar,अक्सर,5,5
1563,kasam,कसम,3,5
1564,janib,जानिब,5,5
1565,girai,गिराई,5,5
1566,rakhe,राखे,4,5
1567,tarah,तरह,3,5
1568,phali,फली,3,5
1569,kheti,खेती,4,5
1570,chaye,छाये,4,5
1571,milen,मिलें,5,5
1572,aisan,ऐसन,3,5
1573,panch,पाँच,4,5
1574,pukar,पुकार,5,5
1575,mevad,मेवाड़,5,5
1576,palat,पलट,3,5
1577,julmi,जुल्मी,6,5
1578,basti,बस्ती,5,5
1579,irada,इरादा,5,5
1580,kanda,कंदा,4,5
1581,bahak,बहक,3,5
1582,kanya,कन्या,5,5
1583,muthe,मूठे,4,5
1584,sisak,सिसक,4,5
1585,suhag,सुहाग,5,5
1586,chipi,छिपी,4,5
1587,savar,सवार,4,5
1588,ghode,घोड़े,4,5
1589,ujali,उजली,4,5
1590,nayan,नयन,3,5
1591,alava,अलावा,5,5
1592,ankhe,आँखे,4,5
1593,khoya,खोया,4,5
1594,ganga,गंगा,4,5
1595,rache,रचे,3,5
1596,bansi,बंसी,4,5
1597,nichi,नीची,4,5
1598,anjam,अंजाम,5,5
1599,maina,मैना,4,5
1600,zaban,ज़बां,4,5
1601,khula,खुला,4,5
1602,shava,शावा,4,5
1603,munda,मुंडा,5,5
1604,ghati,घाटी,4,5
1605,haldi,हल्दी,5,5
1606,amari,अमारी,5,5
1607,banke,बाँके,5,5
1608,qarar,क़रार,4,5
1609,sunen,सुनें,5,5
1610,garaz,ग़रज़,3,5
1611,pahad,पहाड़,4,5
1612,samay,समय,3,5
1613,ismat,इस्मत,5,5
1614,bandh,बाँध,4,5
1615,yakin,यकीं,4,5
1616,chama,छम्मा,5,5
1617,ghula,घुला,4,5
1618,bhaya,भय्या,5,5
1619,udasi,उदासी,5,5
1620,milti,मिल्ती,6,5
1621,unche,ऊँचे,4,5
1622,janen,जानें,5,5
1623,jhake,झाके,4,5
1624,kudhi,ख़ुधी,4,5
1625,mujhi,मुझी,4,5
1626,nidar,निडर,4,5
1627,khuli,खुली,4,5
1628,insha,इन्शा,5,5
1629,milta,मिल्ता,6,5
1630,duhkh,दुःख,4,5
1631,sinon,सीनों,5,5
1632,jalim,जालिम,5,5
1633,ayegi,आयेगी,5,5
1634,phale,फले,3,5
1635,bhumi,भूमी,4,5
1636,hongi,होंगी,5,5
1637,matri,मातृ,4,5
1638,kabhi,कभी२,4,5
1639,viron,वीरों,5,5
1640,sudha,सुधा,4,5
1641,pyara,प्यारा,6,5
1642,lambi,लम्बी,5,5
1643,habib,हबीब,4,5
1644,suvas,सुवास,5,5
1645,choti,छोटी,4,5
1646,pahar,पहर,3,5
1647,athon,आठों,4,5
1648,uncha,ऊँचा,4,5
1649,shole,शोले,4,5
1650,asara,आसरा,4,5
1651,tabah,तबाह,4,5
1652,gunah,गुनाह,5,5
1653,niras,निरास,5,5
1654,balam,बलम,3,5
1655,bhali,भली,3,5
1656,karat,करत,3,5
1657,phule,फूले,4,5
1658,sabhi,सभी,3,5
1659,dharm,धर्म,4,5
1660,naino,नैनो,4,5
1661,jayen,जायेँ,5,5
1662,pahan,पहन,3,5
1663,kiran,किरण,4,5
1664,bhayo,भयो,3,5
1665,vishv,विश्व,5,5
1666,gheun,घेऊन,4,5
1667,fauji,फ़ौजी,4,5
1668,khola,खोला,4,5
1669,yadon,यादों,5,5
1670,ruthi,रूठी,4,5
1671,chudi,चूड़ी,4,5
1672,mudat,मुद्दत,6,5
1673,dhyan,ध्यान,5,5
1674,dhamr,धमर्,4,5
1675,shish,शीश,3,5
1676,jhank,झांक,4,5
1677,aurat,औरत,3,5
1678,khana,खन,2,5
1679,arjun,अर्जुन,6,5
1680,ghire,घिरे,4,5
1681,yodha,योद्धा,6,5
1682,badha,बढ़ा,3,5
1683,ruhen,रूहें,5,5
1684,ganwa,गँवा,4,5
1685,kanpe,काँपे,5,5
1686,pehar,पेहर,4,5
1687,rutha,रूठा,4,5
1688,sanch,साँच,4,5
1689,dinon,दिनों,5,5
1690,bezar,बेज़ार,5,5
1691,milan,मिलन,4,5
1692,kahen,कहें,4,5
1693,arazu,आरज़ू,4,5
1694,jhuke,झुके,4,5
1695,thaki,थकि,3,5
1696,ghere,घेरे,4,5
1697,socho,सोचो,4,5
1698,paega,पाएगा,5,5
1699,gurur,ग़ुरूर,5,5
1700,bitai,बिताई,5,5
1701,budhe,बूढ़े,4,5
1702,chupi,छुपी,4,5
1703,dhali,ढली,3,5
1704,dhare,धारे,4,5
1705,kaisi,कैसी,4,5
1706,anvar,अन्वर,5,5
1707,rekha,रेखा,4,5
1708,bhigo,भीगो,4,5
1709,sakin,सकीं,4,5
1710,gulam,ग़ुलाम,5,5
1711,khelo,खेलो,4,5
1712,samai,समाई,4,5
1713,tinke,तिन्के,6,5
1714,ruken,रुकें,5,5
1715,adaon,अदाओं,5,5
1716,baith,बैठ,3,5
1717,chane,छाने,4,5
1718,kayal,ख़याल,4,5
1719,dagar,डगर,3,5
1720,udaye,उड़ाये,5,5
1721,paila,पैला,4,5
1722,taras,तरस,3,5
1723,vaste,वास्ते,6,5
1724,udati,उड़ती,4,5
1725,baran,बरण,3,5
1726,rahin,रहीं,4,5
1727,mahak,महक,3,5
1728,rulae,रुलाए,5,5
1729,ajkal,आजकल,4,5
1730,choli,चोली,4,5
1731,ulajh,उलझ,3,5
1732,barat,बारात,5,5
1733,joban,जोबन,4,5
1734,bicha,बिछा,4,5
1735,malum,मालूम,5,5
1736,nahak,नाहक,4,5
1737,priya,प्रिया,6,5
1738,jhare,झरे,3,5
1739,gunje,गूंजे,5,5
1740,paton,पत्तों,6,5
1741,pipal,पीपल,4,5
1742,didar,दीदार,5,5
1743,janan,जानां,5,5
1744,shyam,श्याम,5,5
1745,dvare,द्वारे,6,5
1746,gokul,गोकुल,5,5
1747,katil,कातिल,5,5
1748,tanha,तन्हा,5,5
1749,jatan,जतन,3,5
1750,vahin,वहीं,4,5
1751,nahaq,नाहक़,4,5
1752,isape,इसपे,4,5
1753,soche,सोचे,4,5
1754,nanha,नन्हा,5,5
1755,nanhe,नन्हे,5,5
1756,kanch,काँच,4,5
1757,aunga,आऊँगा,5,5
1758,karte,कर्ते,5,5
1759,kafan,कफ़न,3,5
1760,jyada,ज्यादा,6,5
1761,jalwa,जल्वा,5,5
1762,zuban,ज़ुबां,5,5
1763,bunde,बुन्दे,6,5
1764,vapas,वापस,4,5
1765,pahle,पह्ले,5,5
1766,burai,बुराई,5,5
1767,uchal,उछाल,4,5
1768,khona,खोना,4,5
1769,ugale,उगले,4,5
1770,chake,छक्के,5,5
1771,saval,सवाल,4,5
1772,janch,जाँच,4,5
1773,sujhi,सूझी,4,5
1774,dahad,दहाड़,4,5
1775,gamat,गम्मत,5,5
1776,vahan,वहाँ,4,5
1777,abadi,आबादी,5,5
1778,batae,बताए,4,5
1779,usape,उसपे,4,5
1780,akhir,आखिर,4,5
1781,mahan,महान,4,5
1782,bijli,बिज्ली,6,5
1783,parda,पर्दा,5,5
1784,garao,गराओ,4,5
1785,bhata,भाता,4,5
1786,hunar,हुनर,4,5
1787,kahun,कहूं,4,5
1788,najar,नजर,3,5
1789,halka,हल्का,5,5
1790,humak,हुमक,4,5
1791,divar,दीवार,5,5
1792,satha,साथ,3,5
1793,inkar,इन्कार,6,5
1794,bahen,बाहें,5,5
1795,maila,मैला,4,5
1796,jaoge,जाओगे,5,5
1797,komal,कोमल,4,5
1798,kitni,कित्नी,6,5
1799,anzam,अंज़ाम,5,5
1800,badle,बद्ले,5,5
1801,todte,तोड़्ते,6,5
1802,hatha,हाथ,3,5
1803,zulph,ज़ुल्फ,5,5
1804,paiya,पैया,4,5
1805,gulal,गुलाल,5,5
1806,raste,रास्ते,6,5
1807,naqsh,नक़्श,4,5
1808,harsu,हरसू,4,5
1809,unaka,उनका,4,5
1810,sakun,सकूँ,4,5
1811,naiya,नैय्या,6,5
1812,antar,अंतर,4,5
1813,bandi,बन्दी,5,5
1814,tapon,तापों,5,5
1815,chand,चाँद,4,5
1816,bairi,बैरी,4,5
1817,sahaj,सहज,3,5
1818,jvala,ज्वाला,6,5
1819,chori,छोरी२,5,5
1820,apana,अपना,4,5
1821,sitam,सितम,4,5
1822,payar,पयार,4,5
1823,daman,दामन,4,5
1824,sajal,सजल,3,5
1825,bahar,बहार,4,5
1826,kizan,ख़िज़ाँ,5,5
1827,nikal,निकल,4,5
1828,gamon,ग़मों,4,5
1829,harit,हरित,4,5
1830,jigar,जिगर,4,5
1831,juban,जुबां,5,5
1832,mukam,मुकाम,5,5
1833,isaka,इसका,4,5
1834,vipul,विपुल,5,5
1835,karen,करें,4,5
1836,isako,इसको,4,5
1837,socha,सोचा,4,5
1838,mridu,मृदु,4,5
1839,premi,प्रेमी,6,5
1840,pulak,पुलक,4,5
1841,javan,जवान,4,5
1842,nutan,नूतन,4,5
1843,bahan,बहन,3,5
1844,sihar,सिहर,4,5
1845,chita,चिता,4,5
1846,insan,इन्सान,6,5
1847,gagan,गगन,3,5
1848,kushi,ख़ुशी,4,5
1849,khaye,खाये,4,5
1850,ankit,अंकित,5,5
1851,hiron,हीरों,5,5
1852,manun,मानूँ,5,5
1853,ghume,घूमे,4,5
1854,sajan,सजन,3,5
1855,sathi,साथी,4,5
1856,tufan,तूफ़ान,5,5
1857,lilah,लिल्लाह,7,5
1858,muthi,मुट्ठी,6,5
1859,itani,इतनी,4,5
1860,ghata,घटा,3,5
1861,apase,आपसे,4,5
1862,kabon,ख़ाबों,5,5
1863,lutai,लुटाई,5,5
1864,khade,खड़े,3,5
1865,bekas,बेकस,4,5
1866,apake,आपके,4,5
1867,tayab,तय्यब,5,5
1868,karar,करार,4,5
1869,khule,खुले,4,5
1870,chahi,चाही,4,5
1871,thoda,थोड़ा,4,5
1873,saral,सरल,3,5
1874,azama,आज़मा,4,5
1875,sakal,सकल,3,5
1876,smita,स्मित,5,5
1877,madir,मदिर,4,5
1878,juthe,जूठे,4,5
1879,yahan,यहाँ,4,5
1880,haiya,हैया,4,5
1881,javab,जवाब,4,5
1882,akela,अकेला,5,5
1883,bhala,भला,3,5
1884,namak,नमक,3,5
1885,bitha,बिठा,4,5
1886,mitha,मीठा,4,5
1887,juthi,जूठी,4,5
1888,hansi,हँसी,4,5
1889,paven,पावें,5,5
1890,irade,इरादे,5,5
1891,ujadi,उजड़ी,4,5
1892,nagar,नगर,3,5
1893,hazir,हाज़िर,5,5
1894,jisas,जीसस,4,5
1895,barud,बारूद,5,5
1896,bhigi,भीगी,4,5
1897,dhale,ढले,3,5
1898,pavan,पवन,3,5
1899,murat,मूरत,4,5
1900,adami,आदमी,4,5
1901,bhulo,भूलो,4,5
1902,megha,मेघा,4,5
1903,lagae,लगाए,4,5
1904,jhulo,झूलो,4,5
1905,nigah,निगाह,5,5
1906,bhage,भागे,4,5
1907,ayega,आयेगा,5,5
1908,behal,बेहाल,5,5
1909,kolon,कोलों,5,5
1910,kahin,कहीं,4,5
1911,yugon,युगों,5,5
1912,lamhe,लम्हे,5,5
1913,savan,सावन,4,5
1914,vivah,विवाह,5,5
1915,sahab,साहब,4,5
1916,bamon,बमों,4,5
1917,kintu,किन्तु,6,5
1918,janmi,जन्मी,5,5
1919,gangu,गँगू,4,5
1920,surat,सूरत,4,5
1921,nicha,नीचा,4,5
1922,lidar,लीडर,4,5
1923,ghuma,घुमा,4,5
1924,bhade,भाड़े,4,5
1925,bheja,भेजा,4,5
1926,jaise,जैसे,4,5
1927,mayur,मयूर,4,5
1928,pankh,पँख,3,5
1929,rakha,रक्खा,5,5
1930,pench,पेंच,4,5
1931,usaka,उसका,4,5
1932,salam,सलाम,4,5
1933,banae,बनाए,4,5
1934,aitam,ऐटम,3,5
1935,ratan,रातां,5,5
1936,machi,मची,3,5
1937,gaman,ग़मां,4,5
1938,ilahi,इलाही,5,5
1939,kithe,कित्थे,6,5
1940,chodo,छोड़ो,4,5
1941,chuda,छुड़ा,4,5
1942,inaka,इनका,4,5
1943,bholi,भोली,4,5
1944,chara,चरा,3,5
1945,akeli,अकेली,5,5
1946,manon,मानों,5,5
1947,raton,रातों,5,5
1948,usase,उससे,4,5
1949,gulon,गुलों,5,5
1950,manga,माँगा,5,5
1951,zamin,ज़मीन,4,5
1952,apane,अपने,4,5
1953,choda,छोड़ा,4,5
1954,unaki,उनकी,4,5
1955,hokar,होकर,4,5
1956,kabar,ख़बर,3,5
1957,nisar,निसार,5,5
1958,khuda,खुदा,4,5
1959,vasta,वास्ता,6,5
1960,dekar,देकर,4,5
1961,virah,विरह,4,5
1962,kagan,कागां,5,5
1963,likho,लिखो,4,5
1964,pucha,पूछा,4,5
1965,yaron,यारों,5,5
1966,diyan,दियां,5,5
1967,hotal,होटल,4,5
1968,usaki,उसकी,4,5
1969,melon,मेलों,5,5
1970,belon,बेलों,5,5
1971,dosti,दोस्ती,6,5
1972,bimar,बीमार,5,5
1973,dekhi,देखी,4,5
1974,ratin,रातीं,5,5
