,hi-en,hi,len-hi,len-hi-en
29722,ranjha,रांझा,5,6
29723,enselm,एन्सैल्म,8,6
29724,athens,एथेन्स,6,6
29725,apvado,अपवादों,7,6
29726,sadasy,सदस्य,5,6
29727,talana,टालना,5,6
29728,zalama,ज़ालमा,5,6
29729,chipai,छिपाई,5,6
29730,supari,सुपारी,6,6
29731,katari,कटारी,5,6
29732,dupata,दुपट्टा,7,6
29733,laksmi,लक्ष्मी,7,6
29734,mahake,महके,4,6
29735,amchal,आँचल,4,6
29736,patali,पतली,4,6
29737,vayask,वयस्क,5,6
29738,latake,लटके,4,6
29739,bumake,बुमके,5,6
29740,bethel,बेथेल,5,6
29741,meyang,मेयांग,6,6
29742,lahari,लहरी,4,6
29743,bubadi,बूबडी,5,6
29744,bhigoe,भिगोए,5,6
29745,knecht,क्नेच्त,7,6
29746,baksal,बाकसाल,6,6
29747,dikhao,दिखाओ,5,6
29748,gathae,गाथाएँ,6,6
29749,aintha,ऐंठा,4,6
29750,pagale,पगले,4,6
29751,kathae,कथाएँ,5,6
29752,pagali,पगली,4,6
29753,lavada,लवेडा,5,6
29754,pannon,पन्नों,6,6
29755,basera,बसेरा,5,6
29756,basati,बसती,4,6
29757,shasat,शासत,4,6
29758,nitiya,नीतियाँ,7,6
29759,fossil,फ़ॉसिल,5,6
29760,kishan,किशन,4,6
29761,babadi,बाबडी,5,6
29762,eldine,एल्डिन,6,6
29763,dekhin,देखीं,5,6
29764,sanjoe,संजोए,5,6
29765,saream,सरएआम,5,6
29766,sahane,सहने,4,6
29767,mantar,मंतर,4,6
29768,bareta,बरेटा,5,6
29769,frieda,फ्रीडा,6,6
29770,manaya,मनाया,5,6
29771,praize,प्राइज़,6,6
29772,mudrao,मुद्राओं,8,6
29773,newada,नेवाडा,6,6
29774,fakeer,फकीर,4,6
29775,parmal,परमाल,5,6
29776,inakar,इनकार,5,6
29777,karmon,कर्मों,6,6
29778,padmal,पद्मल,5,6
29779,steven,स्टीवन,6,6
29780,virani,वीरानी,6,6
29781,jagata,जगाता,5,6
29782,vipada,विपदा,5,6
29783,takate,तकते,4,6
29784,rahata,रहता,4,6
29785,uthati,उठाती,5,6
29786,ataeiv,अतएव,4,6
29787,rahati,रहती,4,6
29788,avazen,अवाज़ें,6,6
29789,dhundh,ढूँढ,4,6
29790,tuphan,तूफान,5,6
29791,bahari,बहरी,4,6
29792,mamuli,मामूली,6,6
29793,bachae,बचाए,4,6
29794,simaon,सीमाओं,6,6
29795,jiyara,जियरा,5,6
29796,phisal,फिसल,4,6
29797,parakh,परख,3,6
29798,khudai,खुदाई,5,6
29799,shabab,शबाब,4,6
29800,bruhat,बृहत्,5,6
29801,tazagi,ताज़गी,6,6
29802,kirane,किरने,5,6
29803,lahara,लहरा,4,6
29804,basaya,बसाया,5,6
29805,sansen,साँसें,6,6
29806,ankhen,आँखें,5,6
29807,chahun,चाहूं,5,6
29809,bajuon,बाजुओं,6,6
29811,janpad,जनपद,4,6
29812,banegi,बनेगी,5,6
29813,bandha,बाँधा,5,6
29814,pathar,पत्थर,5,6
29815,janmon,जन्मों,6,6
29816,kidhar,किधर,4,6
29817,bhasha,भाषा,4,6
29818,tasvir,तस्वीर,6,6
29819,khanal,खनल,3,6
29820,avasar,अवसर,4,6
29821,gesuon,गेसुओं,6,6
29822,dhiraj,धीरज,4,6
29823,dubati,डूबती,5,6
29824,jalati,जलती,4,6
29825,kashti,कश्ती,5,6
29826,hadtal,हड़ताल,6,6
29827,banhen,बाँहें,6,6
29828,paniya,पनिया,5,6
29829,tasali,तसल्ली,6,6
29830,ulajha,उलझा,4,6
29831,machal,मचल,3,6
29832,hamase,हमसे,4,6
29833,bharan,भरन,3,6
29834,chalak,छलक,3,6
29835,zakmon,ज़ख़्मों,6,6
29836,banaya,बनाया,5,6
29837,jagaya,जगाया,5,6
29838,milaya,मिलाया,6,6
29839,kijiye,कीजिये,6,6
29840,jitane,जितने,5,6
29841,besmer,बेसमेर,6,6
29842,badhae,बढ़ाए,4,6
29843,chizon,चीज़ों,5,6
29844,jokhim,जोखिम,5,6
29845,safina,सफ़ीन,4,6
29846,bigadi,बिगड़ी,5,6
29847,garama,गरमा,4,6
29848,gayana,गयाना,5,6
29849,janata,जनता,4,6
29850,bolega,बोलेगा,6,6
29851,banane,बनाने,5,6
29852,machae,मचाए,4,6
29853,savere,सवेरे,5,6
29854,fasane,फ़साने,5,6
29855,tadapa,तड़पा,4,6
29856,lahidi,लाहिड़ी,7,6
29857,tankid,तनक़ीद,6,6
29858,rahate,रहते,4,6
29859,chhuda,छुड़ा,5,6
29860,jagati,जागती,5,6
29861,churao,चुराओ,5,6
29862,rakkam,रकम,3,6
29863,dekhen,देखें,5,6
29864,bolati,बोलती,5,6
29865,bahake,बहके,4,6
29866,gulabi,गुलाबी,6,6
29867,sapana,सपना,4,6
29868,bainya,बैंया,5,6
29869,anilin,एनीलिन,6,6
29870,nazare,नज़ारे,5,6
29871,fanshi,फाँसी,5,6
29872,laenge,लाएंगे,6,6
29873,sainya,सैंया,5,6
29874,adhure,अधूरे,5,6
29875,bichua,बिछुआ,5,6
29876,angana,अँगना,5,6
29877,mitane,मिटने,5,6
29878,piyaji,पियाजी,6,6
29879,tvacha,त्वचा,5,6
29880,urnest,अर्नेस्ट,8,6
29881,hayhay,हायहाय,6,6
29882,chukum,चुकुम्म,7,6
29883,vanshi,वंशी,4,6
29884,jhuthe,झूठे,4,6
29885,jawani,जवानी,5,6
29886,rakhun,रखूं,4,6
29887,karake,करके,4,6
29888,ladane,लड़ने,4,6
29889,diwani,दीवानी,6,6
29890,babuli,बाबुली,6,6
29891,phaile,फैले,4,6
29892,jinake,जिनके,5,6
29893,kyunki,क्यूँकि,7,6
29894,kahane,कहने,4,6
29895,hamako,हमको,4,6
29896,banaen,बनाएँ,5,6
29897,panchi,पंछी,4,6
29898,naubat,नौबत,4,6
29899,bunden,बूँदें,6,6
29900,charag,चराग़,4,6
29901,nambar,नम्बर,5,6
29902,badhen,बढ़ें,4,6
29903,dhitai,ढिटाई,5,6
29904,alahad,अल्लहड़,6,6
29905,ansuon,आँसुओं,6,6
29906,jhulon,झूलों,5,6
29907,chahen,चाहें,5,6
29908,sochen,सोचें,5,6
29909,mangen,मांगें,6,6
29910,mahiya,माहिया,6,6
29911,chumen,चूमें,5,6
29912,bahaut,बहौत,4,6
29913,kisako,किसको,5,6
29914,thandi,ठंडी,4,6
29915,jabase,जबसे,4,6
29916,ajamil,अजामिल,6,6
29917,jaenge,जाएंगे,6,6
29918,alambu,आलाम्बू,7,6
29919,safala,सफल,3,6
29920,mirchi,मिर्ची,6,6
29921,jitana,जितना,5,6
29922,shahad,शहद,3,6
29923,payega,पायेगा,6,6
29924,bhaiya,भइया,4,6
29925,zulfen,ज़ुल्फ़ें,7,6
29926,sapane,सपने,4,6
29927,kisaki,किसकी,5,6
29928,kushbu,ख़ुश्बू,6,6
29929,sabako,सबको,4,6
29930,havaen,हवाएं,5,6
29931,kajara,कजरा,4,6
29932,takata,तकता,4,6
29933,chahie,चाहिए,5,6
29934,boiler,बॉयलर,5,6
29935,jagada,जागदा,5,6
29936,ambuwa,अम्बुवा,7,6
29937,bachav,बचाव,4,6
29938,bharun,भरूं,4,6
29939,gilmer,गिल्मर,6,6
29940,barish,बारिश,5,6
29941,taktak,तकतक,4,6
29942,waters,वाटर्स,6,6
29943,chanan,चन्नां,6,6
29944,lagake,लगाके,5,6
29945,kukadi,कूकदी,5,6
29946,layegi,लायेगी,6,6
29947,sanson,साँसों,6,6
29948,nainan,नैनां,5,6
29949,kamkam,कमकम,4,6
29950,madham,मद्धम,5,6
29951,jagana,जागना,5,6
29952,ajakal,आजकल,4,6
29953,sahare,सहारे,5,6
29954,badala,बदला,4,6
29955,zamane,ज़माने,5,6
29956,karava,करवा,4,6
29957,thahar,ठहर,3,6
29958,takara,टकरा,4,6
29959,araman,अरमान,5,6
29960,ratdin,रातदिन,6,6
29961,afasos,अफ़सोस,5,6
29962,koyale,कोयले,5,6
29963,surung,सुरंग,5,6
29964,sakata,सकता,4,6
29965,sanvat,संवत्,5,6
29966,kalpit,कल्पित,6,6
29967,khatre,खतरे,4,6
29968,tainun,तैनूं,5,6
29969,vekhan,वेखां,5,6
29970,patana,पटना,4,6
29971,manaen,मनाएं,5,6
29972,bangal,बंगाल,5,6
29973,inasan,इनसान,5,6
29974,jisaka,जिसका,5,6
29975,jalane,जलने,4,6
29976,isrile,इजरायल,6,6
29977,kidmat,ख़िद्मत,6,6
29978,aurton,और्तों,6,6
29979,kanjar,ख़ंजर,4,6
29980,sakega,सकेगा,5,6
29981,shakal,शकल,3,6
29982,azanon,आज़ानों,6,6
29983,chorus,चोरुस,5,6
29984,murali,मुरली,5,6
29985,imanon,ईमानों,6,6
29986,stanza,तन्ज़,4,6
29987,kisake,किसके,5,6
29988,dumuji,दुमुजी,6,6
29989,pahali,पहली,4,6
29990,bambai,बम्बई,5,6
29991,saptam,सप्तम,5,6
29992,nivasi,निवासी,6,6
29993,barase,बरसे,4,6
29994,divani,दीवानी,6,6
29995,sadagi,सादग़ी,5,6
29996,fakire,फ़कीरे,5,6
29997,balaen,बलाएँ,5,6
29998,tarasi,तरसी,4,6
29999,phande,फाँदे,5,6
30000,bandhe,बाँधे,5,6
30001,kyakya,क्याक्या,8,6
30002,banata,बनाता,5,6
30003,naksha,नक्षा,5,6
30004,sheraj,शेराज,5,6
30005,lagati,लगती,4,6
30006,deyata,देयता,5,6
30007,bebasi,बेबसी,5,6
30008,tarike,तरीक़े,6,6
30009,lutaen,लुटाएं,6,6
30010,darati,डरती,4,6
30011,nirali,निराली,6,6
30012,bachha,बच्चा,5,6
30013,trutiy,तृतीय,5,6
30014,uthaye,उठाये,5,6
30015,ayenge,आयेंगे,6,6
30016,bitaye,बिताये,6,6
30017,basaye,बसाये,5,6
30018,mahine,महीने,5,6
30019,phagun,फागुन,5,6
30020,fasala,फ़ासला,5,6
30021,dariya,दरिया,5,6
30022,milana,मिलना,5,6
30023,rajaji,राजाजी,6,6
30024,charon,चारों,5,6
30025,milate,मिलते,5,6
30026,jhonka,झोंका,5,6
30027,rangon,रंगों,5,6
30028,iqabal,इक़बाल,5,6
30029,utpann,उत्पन्न,7,6
30030,araish,आराइश,5,6
30031,bahaun,बहाऊँ,5,6
30032,arambh,आरम्भ,5,6
30033,mahaki,महकी,4,6
30034,achchi,अच्छी,5,6
30035,namuna,नमूना,5,6
30036,sahani,सहनी,4,6
30037,havaon,हवाओं,5,6
30038,bulaya,बुलाया,6,6
30039,nagari,नगरी,4,6
30040,ladaka,लड़का,4,6
30041,suhana,सुहाना,6,6
30042,kahati,कहती,4,6
30043,kitana,कितना,5,6
30044,gagari,गगरी,4,6
30045,choton,छोटों,5,6
30046,tumane,तुमने,5,6
30047,mayura,मयूरा,5,6
30048,sakegi,सकेगी,5,6
30049,nikala,निकला,5,6
30050,jhutha,झूठा,4,6
30051,ansuan,अँसुअन,6,6
30052,badara,बदरा,4,6
30053,pighal,पिघल,4,6
30054,ratiya,रतिया,5,6
30055,barasa,बरसा,4,6
30056,sandes,संदेस,5,6
30057,bismil,बिस्मिल,7,6
30058,dhadak,धड़क,3,6
30059,shasak,शासक,4,6
30060,pagala,पगला,4,6
30061,jackey,जैकी,4,6
30062,baithi,बैठी,4,6
30063,jinako,जिनको,5,6
30064,qismat,क़िस्मत,6,6
30065,sthiti,स्थिति,6,6
30066,palate,पलते,4,6
30067,kitane,कितने,5,6
30068,jalate,जलते,4,6
30069,amiron,अमीरों,6,6
30070,pasine,पसीने,5,6
30071,jalata,जलता,4,6
30072,avyakt,अव्यक्त,7,6
30073,bichad,बिछड़,4,6
30074,sunana,सुनाना,6,6
30075,marate,मरते,4,6
30076,sataya,सताया,5,6
30077,adhuri,अधूरी,5,6
30078,chithi,चिट्ठी,6,6
30079,sangit,संगीत,5,6
30080,nikhar,निखार,5,6
30081,maszid,मस्ज़िद,6,6
30082,nirnay,निर्णय,6,6
30083,gajara,गजरा,4,6
30084,kisane,किसने,5,6
30085,dhwani,ध्वनि,5,6
30086,gahara,गहरा,4,6
30087,isamen,इसमें,5,6
30088,tarafa,तरफ़ा,4,6
30089,nayana,नयना,4,6
30090,kamare,कमरे,4,6
30091,madava,मदावा,5,6
30092,gairon,ग़ैरों,5,6
30093,papihe,पपीहे,5,6
30094,jaungi,जाऊँगी,6,6
30095,badale,बदले,4,6
30096,sarake,सरके,4,6
30097,karana,करना,4,6
30098,rusava,रुसवा,5,6
30099,guzare,गुज़रे,5,6
30100,mumkin,मुम्किन,7,6
30101,bhedan,भेदन,4,6
30102,aghosh,अघोष,4,6
30103,baithe,बैठे,4,6
30104,jagaho,जगहों,5,6
30105,fasale,फ़ासले,5,6
30106,tanhai,तन्हाई,6,6
30107,marata,मरता,4,6
30108,karaye,कराए,4,6
30109,hamane,हमने,4,6
30110,nibhae,निभाए,5,6
30111,samajh,समझ,3,6
30112,badhai,बढ़ाई,4,6
30113,narazi,नाराज़ी,6,6
30114,kazana,ख़ज़ाना,5,6
30115,nashak,नाशक,4,6
30116,karodo,करोड़ो,5,6
30117,khamba,खम्बा,5,6
30118,rangin,रन्गीन,6,6
30119,bahaka,बहका,4,6
30120,namber,नंबर,4,6
30121,kahata,कहता,4,6
30122,jidhar,जिधर,4,6
30123,smarak,स्मारक,6,6
30124,taklif,तक्लीफ़,6,6
30125,satane,सताने,5,6
30126,nishan,निशां,5,6
30127,kyalon,ख़्यालों,7,6
30128,ladaki,लड़की,4,6
30129,kadaki,कड़की,4,6
30130,basate,बसाते,5,6
30131,fayeda,फ़ायेदा,6,6
30132,tunpur,टूनपुर,6,6
30133,bhigoi,भिगोई,5,6
30134,shaksh,शख्स,4,6
30135,bandar,बन्दर,5,6
30136,bigaro,बिगारो,6,6
30137,sijdon,सिज्दोन,7,6
30138,betabi,बेताबी,6,6
30139,bahaki,बहकी,4,6
30140,caster,कैस्टर,6,6
30141,dharao,धाराओं,6,6
30142,launga,लाऊँगा,6,6
30143,tadape,तड़पे,4,6
30144,rukati,रुकती,5,6
30145,ghayal,घायल,4,6
30146,bhayen,भायें,5,6
30147,sochte,सोचते,5,6
30148,sabaki,सबकी,4,6
30149,tutake,टूटके,5,6
30150,jisako,जिसको,5,6
30151,hathon,हाथों,5,6
30152,ankhon,आँखों,5,6
30153,kharid,खरीद,4,6
30154,khulte,खुल्ते,6,6
30155,chahat,चाहत,4,6
30157,sawere,सवेरे,5,6
30158,kahate,कहते,4,6
30159,bahati,बहती,4,6
30160,samane,सामने,5,6
30161,jisape,जिसपे,5,6
30162,chaiya,छैया,4,6
30163,achara,अचरा,4,6
30164,phirun,फिरूँ,5,6
30165,tarana,तराना,5,6
30166,bulaun,बुलाऊँ,6,6
30167,fasana,फ़साना,5,6
30168,tikali,टिकली,5,6
30169,chunar,छुनर,4,6
30170,rangat,रंगत,4,6
30171,titali,तितली,5,6
30172,pukara,पुकारा,6,6
30173,aliyan,अलियाँ,6,6
30174,sabase,सबसे,4,6
30175,beghar,बेघर,4,6
30176,milane,मिलने,5,6
30177,jisaki,जिसकी,5,6
30178,khayal,खयाल,4,6
30179,jhatak,झटक,3,6
30180,ulajhe,उलझे,4,6
30181,bhatak,भटक,3,6
30182,barbai,बरबई,4,6
30183,thokar,ठोकर,4,6
30184,lagata,लगाता,5,6
30185,phulon,फूलों,5,6
30186,kampne,कंपने,5,6
30187,madira,मदिरा,5,6
30188,pinhut,पिनहट,5,6
30189,nainon,नैनों,5,6
30190,svagat,स्वागत,6,6
30191,sapano,सपनो,4,6
30192,intaha,इंतहा,5,6
30193,tamana,तमन्ना,6,6
30194,jisake,जिसके,5,6
30195,uthake,उठाके,5,6
30196,chachi,चाची,4,6
30197,dubara,दुबारा,6,6
30198,dhyeya,ध्येय,5,6
30199,svaraj,स्वराज,6,6
30200,jhande,झँडे,4,6
30201,divana,दीवाना,6,6
30202,sankat,संकट,4,6
30203,majbut,मजबूत,5,6
30204,shatru,शत्रु,5,6
30205,relave,रेलवे,5,6
30206,jaivik,जैविक,5,6
30207,jagaen,जगाएं,5,6
30208,vishva,विश्व,5,6
30209,vijayi,विजयी,5,6
30210,jhanda,झण्डा,5,6
30211,divane,दीवाने,6,6
30212,hoyhoy,होयहोय,6,6
30213,ishara,इशारा,5,6
30214,chacha,चाचा,4,6
30215,karane,करने,4,6
30216,ladake,लड़के,4,6
30217,bhabhi,भाभी,4,6
30218,kinara,किनारा,6,6
30219,pahalu,पहलू,4,6
30220,anajan,अनजान,5,6
30221,sadake,सदके,4,6
30222,sabake,सबके,4,6
30223,chatan,चटन,3,6
30224,jazbat,जज़्बात,6,6
30225,nazara,नज़ारा,5,6
30226,zamana,ज़माना,5,6
30227,gayega,गायेगा,6,6
30228,mardon,मर्दों,6,6
30229,swarth,स्वार्थ,7,6
30230,paudha,पौधा,4,6
30231,jisane,जिसने,5,6
30232,kuntha,कुंठा,5,6
30233,chanak,छनक,3,6
30234,gayaki,गायकी,5,6
30235,khelen,खेलें,5,6
30236,tumhin,तुम्हीं,7,6
30237,milega,मिलेगा,6,6
30238,likhit,लिखित,5,6
30239,inamen,इनमें,5,6
30240,dauran,दौरान,5,6
30241,upagam,उपागम,5,6
30242,sraste,रास्ते,6,6
30243,kaurav,कौरव,4,6
30244,tisari,तीसरी,5,6
30245,afatab,आफ़ताब,5,6
30246,pralay,प्रलय,5,6
30247,banate,बनते,4,6
30248,milata,मिलता,5,6
30249,sthayi,स्थायी,6,6
30250,tandav,तांडव,5,6
30251,bahala,बहला,4,6
30252,kubari,ख़ूबरी,5,6
30253,baitha,बैठा,4,6
30254,marane,मरने,4,6
30255,rasmon,रस्मों,6,6
30256,jayegi,जायेगी,6,6
30257,uthate,उठते,4,6
30258,khelon,खेलों,5,6
30259,milaye,मिलाये,6,6
30260,dhokha,धोखा,4,6
30261,jhukin,झुकीं,5,6
30262,rajake,रजके,4,6
30263,begana,बेगाना,6,6
30264,milake,मिलके,5,6
30265,banake,बनके,4,6
30266,anjana,अन्जाना,7,6
30267,karata,करता,4,6
30268,banati,बनती,4,6
30269,khyati,ख्याति,6,6
30270,bazaro,बाज़ारों,8,6
30271,rukana,रुकना,5,6
30272,nogaon,नोगांव,6,6
30273,narvel,नार्वल,6,6
30274,chalta,चलता,4,6
30275,tumhen,तुम्हें,7,6
30276,yorgos,योरगोस,6,6
30277,dayani,दयानी,5,6
30278,duhkha,दुःख,4,6
30279,harini,हरिणी,5,6
30280,niyukt,नियुक्त,7,6
30281,svacch,स्वच्छ,6,6
30282,chinta,चिंता,5,6
30283,girane,गिरने,5,6
30284,bahana,बहाना,5,6
30285,shastr,शस्त्र,6,6
30286,khanak,खनक,3,6
30287,kangan,कंगन,4,6
30288,fizaon,फ़िज़ाओं,6,6
30289,havale,हवाले,5,6
30290,chalun,चलूं,4,6
30291,jhomen,झोओमें,6,6
30292,shaivi,शैवी,4,6
30293,sahana,सहना,4,6
30294,jhuthi,झूठी,4,6
30295,rahana,रहना,4,6
30296,tumako,तुमको,5,6
30297,rahane,रहने,4,6
30298,parade,परदे,4,6
30299,kajare,कजरे,4,6
30300,zalima,ज़ालिमा,6,6
30301,jatane,जताने,5,6
30302,kisiko,किसीको,6,6
30303,ehasan,एहसान,5,6
30304,balama,बालमा,5,6
30305,vastuo,वस्तुओं,7,6
30306,minyag,मिन्याग,7,6
30307,chidun,छिड़ूं,5,6
30308,rahegi,रहेगी,5,6
30309,hamale,हमले,4,6
30310,bataya,बताया,5,6
30311,lutane,लूटने,5,6
30312,moraya,मोरया,5,6
30313,nikale,निकले,5,6
30314,gaenge,गाएंगे,6,6
30315,sunate,सुनते,5,6
30316,jinaki,जिनकी,5,6
30317,rubaru,रूबरू,5,6
30318,yojnae,योजनाएं,7,6
30319,sharam,शरम,3,6
30320,chalen,चलें,4,6
30321,shamon,शमों,4,6
30322,mahaul,माहौल,5,6
30323,merser,मर्सर,5,6
30324,ishare,इशारे,5,6
30325,hauran,हौरन,4,6
30326,tumase,तुमसे,5,6
30327,pukare,पुकारे,6,6
30328,adbhut,अद्भुत,6,6
30329,prabhu,प्रभु,5,6
30330,jhanak,झनक,3,6
30331,mamata,ममता,4,6
30332,khoega,खोएगा,5,6
30333,vapasi,वापसी,5,6
30334,chodte,छोड़ते,6,6
30335,rukate,रुकते,5,6
30336,kahana,कहना,4,6
30337,kitani,कितनी,5,6
30338,saheli,सहेली,5,6
30339,dharmo,धर्मों,6,6
30340,bagula,बगुला,5,6
30341,nadani,नादानी,6,6
30342,asaman,आसमान,5,6
30343,ichcha,इच्छा,5,6
30344,vimano,विमानों,7,6
30345,girati,गिरती,5,6
30346,kapade,कपड़े,4,6
30347,lagaun,लगाऊँ,5,6
30348,basant,बसंत,4,6
30349,dekhun,देखूँ,5,6
30350,jameen,जमीन,4,6
30351,vrihat,वृहत,4,6
30352,asahay,असहाय,5,6
30353,hafton,हफ़्तों,7,6
30354,hansae,हँसाए,5,6
30355,ashiqi,आशिक़ी,5,6
30356,darate,डरते,4,6
30357,jisase,जिससे,5,6
30358,ttatha,तथा,3,6
30359,fizaen,फ़िज़ाएं,6,6
30360,zulfon,ज़ुल्फ़ों,7,6
30361,sikhai,सिखाई,5,6
30362,afasar,अफ़सर,4,6
30363,snatak,स्नातक,6,6
30364,ashkon,अश्कों,6,6
30365,sharir,शरीर,4,6
30366,bahane,बहने,4,6
30367,lahaki,लहकी,4,6
30368,talaab,तालाब,5,6
30369,vastav,वास्तव,6,6
30370,kabile,कबीले,5,6
30371,nahane,नहाने,5,6
30372,guzari,गुज़री,5,6
30373,guthli,गुठली,5,6
30374,dudhon,दूधों,5,6
30375,lajili,लजीली,5,6
30376,tukade,टुकड़े,5,6
30377,lajaye,लजाये,5,6
30378,katare,कतरे,4,6
30379,kutumb,कुटुंब,6,6
30380,gahana,गहना,4,6
30381,machao,मचाओ,4,6
30382,dhumen,धूमें,5,6
30383,bigada,बिगड़ा,5,6
30384,usamen,उसमें,5,6
30385,pasand,पसंद,4,6
30386,naseem,नसीम,4,6
30387,amolak,अमोलक,5,6
30388,abhiro,अभीरों,6,6
30389,dhoyen,धोएं,4,6
30390,agraha,आग्रह,5,6
30391,jainte,जैंटे,5,6
30392,alfrod,अल्फ़्रेड,8,6
30393,satata,सताता,5,6
30394,kathor,कठोर,4,6
30395,minnaa,मिन्ना,6,6
30396,sacche,सच्चे,5,6
30397,roeroe,रोएरोए,6,6
30398,kahora,कहोरा,5,6
30399,ruksat,रुख़्सत,6,6
30400,maipal,मैपल,4,6
30401,faidah,फैदाह,5,6
30402,aazadi,आजादी,5,6
30403,niptan,निपटान,6,6
30404,bandhi,बँधी,4,6
30405,tadapi,तड़पी,4,6
30406,rusvai,रुस्वाई,7,6
30407,cherry,चेरी,4,6
30408,nanhin,नन्हीं,6,6
30409,doteen,दोतीन,5,6
30410,nirgat,निर्गत,6,6
30411,jubair,जुबैर,5,6
30412,valtej,वल्डेज,6,6
30413,angang,अंगअंग,6,6
30414,shoaib,शोएब,4,6
30415,dollar,डॉलर,4,6
30416,vistar,विस्तार,7,6
30417,hilmil,हिलमिल,6,6
30418,equiti,इक्विटी,7,6
30419,jhopdi,झोपड़ी,6,6
30420,jogiya,जोगिया,6,6
30421,saloni,सलोनी,5,6
30422,akabar,अकबर,4,6
30423,kahake,कहके,4,6
30424,katili,कटीली,5,6
30425,sayoni,सय्योनी,7,6
30426,debiya,डेबिया,6,6
30427,dukhon,दुखों,5,6
30428,pierre,पिरेस,5,6
30429,dangan,डंगन,4,6
30430,azibah,अजीबाह,6,6
30431,border,सीमांत,6,6
30432,chupao,छुपाओ,5,6
30433,ragaad,रगाद,4,6
30434,ladate,लड़ते,4,6
30435,sthalo,स्थलों,6,6
30436,umidon,उम्मीदों,8,6
30437,bhagya,भाग्य,5,6
30438,zakhmi,ज़ख्मी,5,6
30439,lutton,ल्यूटॉन,7,6
30440,aaytan,आयतन,4,6
30441,tirath,तीरथ,4,6
30442,pakade,पकड़े,4,6
30443,yunfat,युनफैट,6,6
30444,bavare,बावरे,5,6
30445,tasman,टास्मान,7,6
30446,nirdai,निर्दई,6,6
30447,kadesh,कादेश,5,6
30448,sunday,सनडे,4,6
30449,hitite,हित्तिते,8,6
30450,purush,पुरुष,5,6
30451,jiungi,जिऊंगी,6,6
30452,ghunte,घूंटे,5,6
30453,capler,केप्लर,6,6
30454,alpana,अल्पना,6,6
30455,quebec,क्यूबेक,7,6
30456,didier,डिडिएर,6,6
30457,centex,सेंटेक्स,8,6
30458,kasake,कसके,4,6
30459,sunsun,सुनसुन,6,6
30460,jalaya,जलाय,4,6
30461,unicoi,यूनीकोई,7,6
30462,bilwai,बिल्वाई,7,6
30463,haddad,हद्दाद,6,6
30464,pramuk,प्रमुख,6,6
30465,ekvarn,एकवर्ण,6,6
30466,mangun,माँगूँ,6,6
30467,arapan,अरपन,4,6
30468,arinam,परिणाम,6,6
30469,lambai,लंबाई,5,6
30470,ibhann,इभानन,5,6
30471,varnan,वर्णन,5,6
30472,savari,सवारी,5,6
30473,pukaro,पुकारो,6,6
30474,jungli,जंगली,5,6
30475,bacche,बच्चें,6,6
30476,pasina,पसीना,5,6
30477,bandon,बंदों,5,6
30478,kudako,ख़ुदको,5,6
30479,baheri,बहेरी,5,6
30480,casper,कैस्पर,6,6
30481,misari,मिसरी,5,6
30482,scotts,स्क्रॉट्स,9,6
30483,brisca,प्रिस्का,8,6
30484,sadhya,साध्य,5,6
30485,gilaim,गिलैम,5,6
30486,boiser,बोइसर,5,6
30487,shumar,शुमार,5,6
30488,rahogi,रहोगी,5,6
30489,jainon,जैनों,5,6
30490,lachak,लचक,3,6
30491,sahogi,सहोगी,5,6
30492,hadase,हदसे,4,6
30493,hadake,हदके,4,6
30494,seejar,सीजर,4,6
30495,yarana,याराना,6,6
30496,ibthaj,इब्थज,5,6
30497,meindi,मैंडी,5,6
30498,tarkiy,तारकीय,6,6
30499,ijhaar,इज़हार,5,6
30500,craige,क्रेग,5,6
30501,sakriy,सक्रिय,6,6
30502,pankaj,पंकज,4,6
30503,mitate,मिटाते,6,6
30504,nabhik,नाभिक,5,6
30505,phuhar,फुहार,5,6
30506,gahare,गहरे,4,6
30507,shahid,शाहिद,5,6
30508,jerman,जर्मन,5,6
30509,labich,लबीब,4,6
30510,tothis,टॅथिस,5,6
30511,pindon,पिंडों,6,6
30512,kismom,किस्मों,7,6
30513,navroz,नवरोज़,5,6
30514,krushi,कृषि,4,6
30515,mugham,मुग्घम,6,6
30516,mitata,मिटता,5,6
30517,bujaye,बुजाये,6,6
30518,lalita,ललिता,5,6
30519,reshma,रेश्मा,6,6
30520,kadali,कदली,4,6
30521,vargon,वर्गों,6,6
30522,gadhon,गढ़ों,5,6
30523,saibon,सैबोन,5,6
30524,vyopar,व्योपार,7,6
30525,eenadu,इनाडू,5,6
30526,cretar,क्रेटर,6,6
30527,padati,पड़ती,4,6
30528,beqasi,बेक़सी,5,6
30529,parker,पार्कर,6,6
30530,dhawan,धवन,3,6
30531,tohoku,तोहोकू,6,6
30532,tendue,तेंदुए,6,6
30533,verbal,वेर्बल,6,6
30534,ponche,पोंछे,5,6
30535,dehant,देहांत,6,6
30536,nizzar,निज़्ज़ार,7,6
30537,gahane,गहने,4,6
30538,paidal,पैदल,4,6
30539,dongre,डोंगरे,6,6
30540,keshat,केशत,4,6
30541,bhattu,भट्‍टु,6,6
30542,chodun,छोड़ूं,5,6
30543,gammon,गैमॉन,5,6
30544,sanate,सन्नाटे,7,6
30545,khamer,खमेर,4,6
30546,chumbi,चुम्बी,6,6
30547,bitana,बिताना,6,6
30548,asafal,असफल,4,6
30549,junayd,जुनैद,5,6
30550,mendez,मेंडेज़,7,6
